'Elapsed time','MLII','V5'
5.567,-0.360,-0.155
5.569,-0.350,-0.160
5.572,-0.355,-0.160
5.575,-0.375,-0.175
5.578,-0.385,-0.170
5.581,-0.375,-0.155
5.583,-0.370,-0.150
5.586,-0.365,-0.160
5.589,-0.365,-0.155
5.592,-0.370,-0.165
5.594,-0.380,-0.160
5.597,-0.360,-0.150
5.600,-0.350,-0.150
5.603,-0.355,-0.145
5.606,-0.355,-0.155
5.608,-0.350,-0.165
5.611,-0.365,-0.155
5.614,-0.350,-0.135
5.617,-0.350,-0.130
5.619,-0.340,-0.145
5.622,-0.355,-0.155
5.625,-0.350,-0.160
5.628,-0.375,-0.160
5.631,-0.365,-0.175
5.633,-0.375,-0.190
5.636,-0.400,-0.235
5.639,-0.430,-0.250
5.642,-0.475,-0.295
5.644,-0.520,-0.315
5.647,-0.520,-0.295
5.650,-0.550,-0.190
5.653,-0.570,-0.085
5.656,-0.540,0.060
5.658,-0.445,0.175
5.661,-0.305,0.265
5.664,-0.140,0.380
5.667,0.025,0.485
5.669,0.260,0.590
5.672,0.510,0.665
5.675,0.735,0.665
5.678,0.845,0.500
5.681,0.875,0.205
5.683,0.735,-0.075
5.686,0.400,-0.215
5.689,-0.025,-0.205
5.692,-0.335,-0.180
5.694,-0.480,-0.175
5.697,-0.470,-0.165
5.700,-0.415,-0.145
5.703,-0.375,-0.145
5.706,-0.365,-0.160
5.708,-0.385,-0.165
5.711,-0.400,-0.170
5.714,-0.380,-0.155
5.717,-0.390,-0.155
5.719,-0.375,-0.155
5.722,-0.385,-0.170
5.725,-0.395,-0.175
5.728,-0.405,-0.170
5.731,-0.390,-0.155
5.733,-0.380,-0.155
5.736,-0.385,-0.160
5.739,-0.385,-0.165
5.742,-0.395,-0.180
5.744,-0.400,-0.175
5.747,-0.405,-0.170
5.750,-0.400,-0.160
5.753,-0.390,-0.160
5.756,-0.390,-0.170
5.758,-0.395,-0.180
5.761,-0.400,-0.180
5.764,-0.390,-0.170
5.767,-0.385,-0.165
5.769,-0.390,-0.165
5.772,-0.385,-0.175
5.775,-0.410,-0.180
5.778,-0.420,-0.185
5.781,-0.405,-0.170
5.783,-0.410,-0.160
5.786,-0.390,-0.165
5.789,-0.390,-0.175
5.792,-0.390,-0.175
5.794,-0.400,-0.175
5.797,-0.400,-0.180
5.800,-0.390,-0.170
5.803,-0.375,-0.160
5.806,-0.380,-0.170
5.808,-0.395,-0.180
5.811,-0.400,-0.185
5.814,-0.390,-0.170
5.817,-0.400,-0.160
5.819,-0.390,-0.180
5.822,-0.395,-0.180
5.825,-0.410,-0.185
5.828,-0.415,-0.185
5.831,-0.405,-0.165
5.833,-0.385,-0.155
5.836,-0.385,-0.170
5.839,-0.380,-0.175
5.842,-0.400,-0.195
5.844,-0.400,-0.195
5.847,-0.395,-0.190
5.850,-0.390,-0.175
5.853,-0.380,-0.175
5.856,-0.375,-0.190
5.858,-0.395,-0.190
5.861,-0.395,-0.190
5.864,-0.385,-0.185
5.867,-0.380,-0.190
5.869,-0.375,-0.215
5.872,-0.385,-0.220
5.875,-0.390,-0.215
5.878,-0.400,-0.225
5.881,-0.400,-0.215
5.883,-0.385,-0.200
5.886,-0.380,-0.230
5.889,-0.395,-0.225
5.892,-0.390,-0.245
5.894,-0.400,-0.240
5.897,-0.395,-0.245
5.900,-0.385,-0.220
5.903,-0.380,-0.245
5.906,-0.385,-0.260
5.908,-0.395,-0.280
5.911,-0.405,-0.280
5.914,-0.400,-0.285
5.917,-0.390,-0.270
5.919,-0.380,-0.285
5.922,-0.380,-0.295
5.925,-0.385,-0.305
5.928,-0.405,-0.305
5.931,-0.395,-0.315
5.933,-0.400,-0.305
5.936,-0.390,-0.310
5.939,-0.400,-0.330
5.942,-0.405,-0.325
5.944,-0.425,-0.330
5.947,-0.420,-0.315
5.950,-0.405,-0.310
5.953,-0.400,-0.315
5.956,-0.405,-0.310
5.958,-0.405,-0.320
5.961,-0.415,-0.305
5.964,-0.400,-0.290
5.967,-0.390,-0.275
5.969,-0.380,-0.270
5.972,-0.385,-0.265
5.975,-0.395,-0.265
5.978,-0.405,-0.255
5.981,-0.390,-0.245
5.983,-0.370,-0.225
5.986,-0.370,-0.215
5.989,-0.370,-0.215
5.992,-0.385,-0.215
5.994,-0.370,-0.210
5.997,-0.355,-0.205
6.000,-0.345,-0.185
6.003,-0.340,-0.180
6.006,-0.335,-0.190
6.008,-0.340,-0.190
6.011,-0.355,-0.170
6.014,-0.335,-0.155
6.017,-0.325,-0.140
6.019,-0.310,-0.145
6.022,-0.305,-0.165
6.025,-0.305,-0.160
6.028,-0.320,-0.160
6.031,-0.315,-0.150
6.033,-0.310,-0.145
6.036,-0.305,-0.140
6.039,-0.305,-0.150
6.042,-0.330,-0.150
6.044,-0.325,-0.170
6.047,-0.345,-0.155
6.050,-0.325,-0.145
6.053,-0.315,-0.130
6.056,-0.315,-0.140
6.058,-0.305,-0.150
6.061,-0.310,-0.145
6.064,-0.310,-0.150
6.067,-0.300,-0.135
6.069,-0.305,-0.140
6.072,-0.305,-0.155
6.075,-0.315,-0.150
6.078,-0.320,-0.165
6.081,-0.325,-0.145
6.083,-0.315,-0.145
6.086,-0.305,-0.155
6.089,-0.315,-0.160
6.092,-0.325,-0.160
6.094,-0.325,-0.175
6.097,-0.330,-0.155
6.100,-0.315,-0.155
6.103,-0.315,-0.150
6.106,-0.310,-0.160
6.108,-0.330,-0.165
6.111,-0.340,-0.165
6.114,-0.335,-0.175
6.117,-0.330,-0.165
6.119,-0.345,-0.165
6.122,-0.355,-0.165
6.125,-0.365,-0.170
6.128,-0.370,-0.165
6.131,-0.345,-0.160
6.133,-0.340,-0.160
6.136,-0.340,-0.165
6.139,-0.345,-0.170
6.142,-0.360,-0.195
6.144,-0.365,-0.185
6.147,-0.360,-0.180
6.150,-0.360,-0.170
6.153,-0.345,-0.165
6.156,-0.355,-0.185
6.158,-0.365,-0.180
6.161,-0.350,-0.185
6.164,-0.360,-0.170
6.167,-0.350,-0.175
6.169,-0.340,-0.175
6.172,-0.345,-0.175
6.175,-0.355,-0.180
6.178,-0.370,-0.175
6.181,-0.350,-0.155
6.183,-0.350,-0.160
6.186,-0.350,-0.170
6.189,-0.345,-0.180
6.192,-0.350,-0.200
6.194,-0.355,-0.195
6.197,-0.360,-0.165
6.200,-0.345,-0.160
6.203,-0.355,-0.160
6.206,-0.350,-0.165
6.208,-0.360,-0.185
6.211,-0.370,-0.190
6.214,-0.355,-0.180
6.217,-0.355,-0.170
6.219,-0.350,-0.170
6.222,-0.355,-0.170
6.225,-0.360,-0.180
6.228,-0.390,-0.180
6.231,-0.385,-0.170
6.233,-0.360,-0.180
6.236,-0.360,-0.180
6.239,-0.370,-0.200
6.242,-0.370,-0.195
6.244,-0.390,-0.195
6.247,-0.375,-0.155
6.250,-0.370,-0.145
6.253,-0.350,-0.165
6.256,-0.340,-0.180
6.258,-0.345,-0.185
6.261,-0.360,-0.180
6.264,-0.360,-0.170
6.267,-0.350,-0.160
6.269,-0.350,-0.160
6.272,-0.335,-0.170
6.275,-0.360,-0.180
6.278,-0.365,-0.190
6.281,-0.365,-0.180
6.283,-0.360,-0.165
6.286,-0.360,-0.170
6.289,-0.365,-0.185
6.292,-0.375,-0.195
6.294,-0.385,-0.185
6.297,-0.385,-0.185
6.300,-0.365,-0.185
6.303,-0.370,-0.185
6.306,-0.375,-0.190
6.308,-0.370,-0.180
6.311,-0.375,-0.190
6.314,-0.365,-0.190
6.317,-0.355,-0.180
6.319,-0.355,-0.190
6.322,-0.360,-0.190
6.325,-0.365,-0.195
6.328,-0.370,-0.195
6.331,-0.360,-0.185
6.333,-0.350,-0.175
6.336,-0.340,-0.195
6.339,-0.345,-0.180
6.342,-0.340,-0.180
6.344,-0.350,-0.185
6.347,-0.345,-0.190
6.350,-0.350,-0.175
6.353,-0.360,-0.190
6.356,-0.350,-0.190
6.358,-0.360,-0.210
6.361,-0.370,-0.205
6.364,-0.360,-0.185
6.367,-0.360,-0.180
6.369,-0.355,-0.180
6.372,-0.360,-0.190
6.375,-0.375,-0.215
6.378,-0.375,-0.220
6.381,-0.370,-0.205
6.383,-0.350,-0.195
6.386,-0.355,-0.190
6.389,-0.360,-0.195
6.392,-0.365,-0.215
6.394,-0.375,-0.235
6.397,-0.370,-0.210
6.400,-0.365,-0.200
6.403,-0.360,-0.210
6.406,-0.355,-0.205
6.408,-0.360,-0.215
6.411,-0.360,-0.215
6.414,-0.350,-0.205
6.417,-0.340,-0.200
6.419,-0.345,-0.190
6.422,-0.345,-0.220
6.425,-0.355,-0.225
6.428,-0.360,-0.225
6.431,-0.360,-0.205
6.433,-0.365,-0.200
6.436,-0.345,-0.205
6.439,-0.355,-0.205
6.442,-0.350,-0.210
6.444,-0.360,-0.210
6.447,-0.355,-0.195
6.450,-0.360,-0.195
6.453,-0.345,-0.195
6.456,-0.335,-0.200
6.458,-0.330,-0.225
6.461,-0.330,-0.225
6.464,-0.310,-0.205
6.467,-0.305,-0.190
6.469,-0.300,-0.195
6.472,-0.305,-0.190
6.475,-0.295,-0.200
6.478,-0.305,-0.185
6.481,-0.285,-0.180
6.483,-0.275,-0.165
6.486,-0.265,-0.170
6.489,-0.255,-0.180
6.492,-0.255,-0.175
6.494,-0.260,-0.170
6.497,-0.265,-0.165
6.500,-0.255,-0.150
6.503,-0.255,-0.155
6.506,-0.260,-0.165
6.508,-0.280,-0.170
6.511,-0.290,-0.165
6.514,-0.280,-0.165
6.517,-0.270,-0.155
6.519,-0.255,-0.170
6.522,-0.275,-0.180
6.525,-0.290,-0.170
6.528,-0.320,-0.165
6.531,-0.300,-0.160
6.533,-0.295,-0.160
6.536,-0.270,-0.180
6.539,-0.265,-0.190
6.542,-0.270,-0.205
6.544,-0.285,-0.190
6.547,-0.300,-0.190
6.550,-0.310,-0.170
6.553,-0.315,-0.185
6.556,-0.320,-0.190
6.558,-0.350,-0.195
6.561,-0.370,-0.225
6.564,-0.365,-0.215
6.567,-0.365,-0.200
6.569,-0.365,-0.205
6.572,-0.370,-0.205
6.575,-0.370,-0.205
6.578,-0.370,-0.220
6.581,-0.380,-0.210
6.583,-0.360,-0.210
6.586,-0.375,-0.210
6.589,-0.375,-0.215
6.592,-0.400,-0.225
6.594,-0.420,-0.235
6.597,-0.405,-0.230
6.600,-0.400,-0.205
6.603,-0.385,-0.215
6.606,-0.380,-0.225
6.608,-0.400,-0.225
6.611,-0.415,-0.220
6.614,-0.405,-0.220
6.617,-0.395,-0.215
6.619,-0.395,-0.225
6.622,-0.395,-0.225
6.625,-0.410,-0.255
6.628,-0.430,-0.275
6.631,-0.440,-0.290
6.633,-0.455,-0.290
6.636,-0.490,-0.315
6.639,-0.485,-0.330
6.642,-0.520,-0.305
6.644,-0.570,-0.245
6.647,-0.575,-0.115
6.650,-0.525,-0.025
6.653,-0.420,0.030
6.656,-0.305,0.080
6.658,-0.190,0.155
6.661,-0.020,0.265
6.664,0.220,0.385
6.667,0.485,0.500
6.669,0.715,0.545
6.672,0.845,0.450
6.675,0.885,0.215
6.678,0.790,-0.090
6.681,0.560,-0.325
6.683,0.225,-0.390
6.686,-0.070,-0.385
6.689,-0.285,-0.365
6.692,-0.425,-0.335
6.694,-0.500,-0.295
6.697,-0.550,-0.285
6.700,-0.535,-0.270
6.703,-0.500,-0.265
6.706,-0.465,-0.270
6.708,-0.450,-0.275
6.711,-0.450,-0.285
6.714,-0.435,-0.265
6.717,-0.420,-0.250
6.719,-0.410,-0.260
6.722,-0.410,-0.260
6.725,-0.415,-0.265
6.728,-0.420,-0.270
6.731,-0.425,-0.265
6.733,-0.420,-0.245
6.736,-0.430,-0.260
6.739,-0.430,-0.255
6.742,-0.440,-0.280
6.744,-0.450,-0.260
6.747,-0.450,-0.250
6.750,-0.430,-0.250
6.753,-0.430,-0.255
6.756,-0.430,-0.255
6.758,-0.445,-0.260
6.761,-0.445,-0.260
6.764,-0.440,-0.255
6.767,-0.425,-0.225
6.769,-0.430,-0.240
6.772,-0.430,-0.245
6.775,-0.425,-0.265
6.778,-0.445,-0.275
6.781,-0.445,-0.250
6.783,-0.430,-0.245
6.786,-0.435,-0.230
6.789,-0.435,-0.240
6.792,-0.445,-0.255
6.794,-0.445,-0.250
6.797,-0.435,-0.250
6.800,-0.430,-0.245
6.803,-0.425,-0.235
6.806,-0.430,-0.240
6.808,-0.430,-0.250
6.811,-0.440,-0.250
6.814,-0.420,-0.245
6.817,-0.430,-0.220
6.819,-0.425,-0.245
6.822,-0.430,-0.245
6.825,-0.440,-0.240
6.828,-0.440,-0.255
6.831,-0.430,-0.245
6.833,-0.430,-0.225
6.836,-0.415,-0.240
6.839,-0.425,-0.250
6.842,-0.430,-0.260
6.844,-0.455,-0.265
6.847,-0.445,-0.255
6.850,-0.445,-0.240
6.853,-0.430,-0.250
6.856,-0.430,-0.250
6.858,-0.440,-0.265
6.861,-0.440,-0.260
6.864,-0.435,-0.260
6.867,-0.430,-0.265
6.869,-0.415,-0.275
6.872,-0.415,-0.270
6.875,-0.425,-0.270
6.878,-0.425,-0.270
6.881,-0.420,-0.270
6.883,-0.405,-0.245
6.886,-0.405,-0.265
6.889,-0.415,-0.265
6.892,-0.415,-0.270
6.894,-0.425,-0.285
6.897,-0.430,-0.260
6.900,-0.405,-0.245
6.903,-0.405,-0.255
6.906,-0.405,-0.265
6.908,-0.405,-0.285
6.911,-0.430,-0.295
6.914,-0.415,-0.300
6.917,-0.410,-0.295
6.919,-0.415,-0.285
6.922,-0.430,-0.320
6.925,-0.445,-0.325
6.928,-0.465,-0.335
6.931,-0.460,-0.335
6.933,-0.450,-0.330
6.936,-0.455,-0.350
6.939,-0.460,-0.345
6.942,-0.465,-0.365
6.944,-0.485,-0.380
6.947,-0.495,-0.375
6.950,-0.475,-0.375
6.953,-0.490,-0.385
6.956,-0.500,-0.385
6.958,-0.495,-0.400
6.961,-0.515,-0.400
6.964,-0.500,-0.395
6.967,-0.485,-0.390
6.969,-0.490,-0.390
6.972,-0.485,-0.400
6.975,-0.500,-0.405
6.978,-0.500,-0.410
6.981,-0.490,-0.380
6.983,-0.480,-0.355
6.986,-0.460,-0.350
6.989,-0.460,-0.340
6.992,-0.470,-0.345
6.994,-0.465,-0.335
6.997,-0.440,-0.310
7.000,-0.430,-0.285
7.003,-0.425,-0.280
7.006,-0.410,-0.270
7.008,-0.410,-0.255
7.011,-0.400,-0.245
7.014,-0.390,-0.235
7.017,-0.380,-0.210
7.019,-0.355,-0.215
7.022,-0.350,-0.220
7.025,-0.355,-0.220
7.028,-0.350,-0.215
7.031,-0.340,-0.190
7.033,-0.330,-0.180
7.036,-0.325,-0.180
7.039,-0.305,-0.185
7.042,-0.320,-0.195
7.044,-0.315,-0.195
7.047,-0.305,-0.190
7.050,-0.300,-0.170
7.053,-0.305,-0.170
7.056,-0.305,-0.185
7.058,-0.310,-0.185
7.061,-0.330,-0.185
7.064,-0.310,-0.180
7.067,-0.315,-0.170
7.069,-0.315,-0.190
7.072,-0.320,-0.180
7.075,-0.325,-0.195
7.078,-0.325,-0.190
7.081,-0.325,-0.170
7.083,-0.310,-0.170
7.086,-0.310,-0.175
7.089,-0.315,-0.190
7.092,-0.325,-0.195
7.094,-0.330,-0.190
7.097,-0.325,-0.185
7.100,-0.325,-0.185
7.103,-0.315,-0.180
7.106,-0.320,-0.185
7.108,-0.330,-0.190
7.111,-0.335,-0.205
7.114,-0.330,-0.195
7.117,-0.315,-0.185
7.119,-0.320,-0.185
7.122,-0.320,-0.185
7.125,-0.335,-0.205
7.128,-0.335,-0.205
7.131,-0.325,-0.180
7.133,-0.325,-0.195
7.136,-0.320,-0.195
7.139,-0.320,-0.205
7.142,-0.325,-0.210
7.144,-0.350,-0.225
7.147,-0.345,-0.210
7.150,-0.345,-0.200
7.153,-0.335,-0.200
7.156,-0.345,-0.205
7.158,-0.355,-0.210
7.161,-0.355,-0.225
7.164,-0.355,-0.210
7.167,-0.345,-0.200
7.169,-0.335,-0.200
7.172,-0.335,-0.205
7.175,-0.345,-0.210
7.178,-0.355,-0.200
7.181,-0.340,-0.195
7.183,-0.335,-0.185
7.186,-0.330,-0.205
7.189,-0.335,-0.210
7.192,-0.345,-0.220
7.194,-0.350,-0.215
7.197,-0.350,-0.205
7.200,-0.340,-0.200
7.203,-0.335,-0.215
7.206,-0.330,-0.210
7.208,-0.360,-0.225
7.211,-0.355,-0.220
7.214,-0.345,-0.215
7.217,-0.335,-0.200
7.219,-0.345,-0.210
7.222,-0.350,-0.205
7.225,-0.360,-0.215
7.228,-0.380,-0.215
7.231,-0.370,-0.215
7.233,-0.345,-0.200
7.236,-0.345,-0.200
7.239,-0.350,-0.210
7.242,-0.355,-0.220
7.244,-0.365,-0.210
7.247,-0.360,-0.195
7.250,-0.345,-0.200
7.253,-0.345,-0.190
7.256,-0.350,-0.210
7.258,-0.360,-0.220
7.261,-0.360,-0.215
7.264,-0.350,-0.200
7.267,-0.355,-0.185
7.269,-0.340,-0.195
7.272,-0.345,-0.200
7.275,-0.355,-0.200
7.278,-0.355,-0.205
7.281,-0.355,-0.195
7.283,-0.340,-0.185
7.286,-0.340,-0.190
7.289,-0.345,-0.195
7.292,-0.365,-0.200
7.294,-0.370,-0.200
7.297,-0.350,-0.200
7.300,-0.330,-0.190
7.303,-0.320,-0.200
7.306,-0.315,-0.190
7.308,-0.295,-0.200
7.311,-0.305,-0.195
7.314,-0.295,-0.180
7.317,-0.300,-0.160
7.319,-0.285,-0.180
7.322,-0.275,-0.180
7.325,-0.260,-0.185
7.328,-0.275,-0.180
7.331,-0.265,-0.160
7.333,-0.260,-0.145
7.336,-0.250,-0.155
7.339,-0.245,-0.170
7.342,-0.255,-0.170
7.344,-0.265,-0.155
7.347,-0.260,-0.145
7.350,-0.260,-0.130
7.353,-0.250,-0.135
7.356,-0.260,-0.140
7.358,-0.280,-0.135
7.361,-0.280,-0.140
7.364,-0.275,-0.140
7.367,-0.285,-0.125
7.369,-0.280,-0.130
7.372,-0.255,-0.150
7.375,-0.245,-0.165
7.378,-0.245,-0.165
7.381,-0.260,-0.165
7.383,-0.285,-0.155
7.386,-0.290,-0.150
7.389,-0.300,-0.165
7.392,-0.320,-0.180
7.394,-0.335,-0.195
7.397,-0.355,-0.175
7.400,-0.350,-0.170
7.403,-0.355,-0.175
7.406,-0.355,-0.185
7.408,-0.375,-0.195
7.411,-0.385,-0.190
7.414,-0.380,-0.175
7.417,-0.360,-0.185
7.419,-0.350,-0.190
7.422,-0.360,-0.205
7.425,-0.365,-0.215
7.428,-0.370,-0.215
7.431,-0.370,-0.195
7.433,-0.365,-0.180
7.436,-0.360,-0.190
7.439,-0.365,-0.200
7.442,-0.370,-0.200
7.444,-0.385,-0.215
7.447,-0.385,-0.200
7.450,-0.365,-0.180
7.453,-0.360,-0.195
7.456,-0.380,-0.200
7.458,-0.385,-0.205
7.461,-0.395,-0.210
7.464,-0.395,-0.200
7.467,-0.385,-0.205
7.469,-0.380,-0.235
7.472,-0.395,-0.260
7.475,-0.425,-0.285
7.478,-0.465,-0.300
7.481,-0.500,-0.325
7.483,-0.515,-0.320
7.486,-0.530,-0.290
7.489,-0.560,-0.190
7.492,-0.585,-0.055
7.494,-0.530,0.050
7.497,-0.410,0.150
7.500,-0.255,0.245
7.503,-0.105,0.345
7.506,0.105,0.445
7.508,0.355,0.530
7.511,0.600,0.595
7.514,0.810,0.520
7.517,0.890,0.275
7.519,0.830,-0.085
7.522,0.580,-0.300
7.525,0.185,-0.335
7.528,-0.205,-0.285
7.531,-0.450,-0.250
7.533,-0.525,-0.245
7.536,-0.495,-0.235
7.539,-0.465,-0.215
7.542,-0.435,-0.230
7.544,-0.415,-0.230
7.547,-0.415,-0.240
7.550,-0.415,-0.235
7.553,-0.400,-0.235
7.556,-0.395,-0.245
7.558,-0.405,-0.255
7.561,-0.425,-0.250
7.564,-0.435,-0.240
7.567,-0.415,-0.225
7.569,-0.415,-0.230
7.572,-0.415,-0.250
7.575,-0.415,-0.240
7.578,-0.430,-0.255
7.581,-0.420,-0.230
7.583,-0.410,-0.225
7.586,-0.405,-0.225
7.589,-0.420,-0.225
7.592,-0.410,-0.230
7.594,-0.420,-0.240
7.597,-0.400,-0.225
7.600,-0.395,-0.215
7.603,-0.385,-0.215
7.606,-0.400,-0.225
7.608,-0.400,-0.235
7.611,-0.400,-0.240
7.614,-0.400,-0.225
7.617,-0.395,-0.205
7.619,-0.400,-0.210
7.622,-0.400,-0.225
7.625,-0.400,-0.230
7.628,-0.410,-0.235
7.631,-0.395,-0.225
7.633,-0.410,-0.215
7.636,-0.400,-0.220
7.639,-0.395,-0.230
7.642,-0.405,-0.235
7.644,-0.410,-0.230
7.647,-0.415,-0.215
7.650,-0.405,-0.215
7.653,-0.400,-0.215
7.656,-0.395,-0.225
7.658,-0.405,-0.235
7.661,-0.415,-0.235
7.664,-0.405,-0.230
7.667,-0.415,-0.215
7.669,-0.410,-0.225
7.672,-0.405,-0.225
7.675,-0.405,-0.235
7.678,-0.410,-0.245
7.681,-0.405,-0.240
7.683,-0.400,-0.225
7.686,-0.395,-0.210
7.689,-0.405,-0.230
7.692,-0.405,-0.230
7.694,-0.400,-0.245
7.697,-0.395,-0.220
7.700,-0.390,-0.225
7.703,-0.395,-0.235
7.706,-0.390,-0.245
7.708,-0.395,-0.250
7.711,-0.420,-0.250
7.714,-0.415,-0.240
7.717,-0.405,-0.240
7.719,-0.400,-0.245
7.722,-0.400,-0.250
7.725,-0.415,-0.270
7.728,-0.420,-0.270
7.731,-0.410,-0.265
7.733,-0.395,-0.260
7.736,-0.400,-0.280
7.739,-0.405,-0.295
7.742,-0.415,-0.295
7.744,-0.435,-0.315
7.747,-0.415,-0.310
7.750,-0.415,-0.305
7.753,-0.400,-0.310
7.756,-0.405,-0.325
7.758,-0.420,-0.330
7.761,-0.430,-0.350
7.764,-0.425,-0.340
7.767,-0.410,-0.335
7.769,-0.410,-0.350
7.772,-0.405,-0.350
7.775,-0.415,-0.370
7.778,-0.425,-0.365
7.781,-0.425,-0.355
7.783,-0.420,-0.335
7.786,-0.410,-0.355
7.789,-0.410,-0.365
7.792,-0.420,-0.370
7.794,-0.430,-0.360
7.797,-0.425,-0.335
7.800,-0.420,-0.315
7.803,-0.405,-0.315
7.806,-0.415,-0.305
7.808,-0.410,-0.285
7.811,-0.410,-0.285
7.814,-0.385,-0.270
7.817,-0.370,-0.240
7.819,-0.360,-0.230
7.822,-0.350,-0.220
7.825,-0.350,-0.220
7.828,-0.350,-0.200
7.831,-0.335,-0.180
7.833,-0.320,-0.175
7.836,-0.305,-0.180
7.839,-0.315,-0.185
7.842,-0.315,-0.190
7.844,-0.320,-0.185
7.847,-0.305,-0.180
7.850,-0.305,-0.175
7.853,-0.295,-0.170
7.856,-0.290,-0.165
7.858,-0.295,-0.175
7.861,-0.295,-0.170
7.864,-0.285,-0.165
7.867,-0.285,-0.155
7.869,-0.270,-0.160
7.872,-0.280,-0.160
7.875,-0.280,-0.165
7.878,-0.295,-0.165
7.881,-0.280,-0.160
7.883,-0.285,-0.145
7.886,-0.275,-0.150
7.889,-0.285,-0.160
7.892,-0.295,-0.165
7.894,-0.305,-0.175
7.897,-0.295,-0.150
7.900,-0.285,-0.140
7.903,-0.285,-0.155
7.906,-0.290,-0.160
7.908,-0.300,-0.175
7.911,-0.310,-0.175
7.914,-0.295,-0.170
7.917,-0.300,-0.160
7.919,-0.290,-0.155
7.922,-0.285,-0.165
7.925,-0.305,-0.175
7.928,-0.310,-0.180
7.931,-0.300,-0.170
7.933,-0.295,-0.165
7.936,-0.305,-0.170
7.939,-0.300,-0.185
7.942,-0.305,-0.185
7.944,-0.320,-0.180
7.947,-0.320,-0.175
7.950,-0.310,-0.170
7.953,-0.300,-0.180
7.956,-0.310,-0.185
7.958,-0.320,-0.200
7.961,-0.340,-0.195
7.964,-0.330,-0.185
7.967,-0.310,-0.175
7.969,-0.315,-0.180
7.972,-0.325,-0.185
7.975,-0.325,-0.205
7.978,-0.345,-0.210
7.981,-0.330,-0.190
7.983,-0.320,-0.185
7.986,-0.320,-0.190
7.989,-0.335,-0.200
7.992,-0.335,-0.205
7.994,-0.355,-0.215
7.997,-0.340,-0.200
8.000,-0.320,-0.180
8.003,-0.315,-0.185
8.006,-0.330,-0.200
8.008,-0.340,-0.205
8.011,-0.340,-0.200
8.014,-0.350,-0.205
8.017,-0.330,-0.190
8.019,-0.330,-0.190
8.022,-0.340,-0.180
8.025,-0.350,-0.205
8.028,-0.355,-0.200
8.031,-0.345,-0.195
8.033,-0.335,-0.180
8.036,-0.335,-0.185
8.039,-0.340,-0.185
8.042,-0.340,-0.200
8.044,-0.345,-0.200
8.047,-0.335,-0.180
8.050,-0.335,-0.180
8.053,-0.325,-0.185
8.056,-0.325,-0.185
8.058,-0.335,-0.200
8.061,-0.340,-0.195
8.064,-0.340,-0.175
8.067,-0.320,-0.175
8.069,-0.315,-0.185
8.072,-0.320,-0.190
8.075,-0.335,-0.195
8.078,-0.335,-0.205
8.081,-0.320,-0.185
8.083,-0.325,-0.160
8.086,-0.315,-0.170
8.089,-0.320,-0.190
8.092,-0.320,-0.190
8.094,-0.345,-0.190
8.097,-0.335,-0.180
8.100,-0.320,-0.170
8.103,-0.310,-0.160
8.106,-0.320,-0.170
8.108,-0.320,-0.185
8.111,-0.340,-0.195
8.114,-0.330,-0.180
8.117,-0.320,-0.175
8.119,-0.310,-0.170
8.122,-0.310,-0.170
8.125,-0.310,-0.195
8.128,-0.295,-0.200
8.131,-0.280,-0.180
8.133,-0.255,-0.170
8.136,-0.250,-0.175
8.139,-0.250,-0.180
8.142,-0.255,-0.180
8.144,-0.260,-0.170
8.147,-0.240,-0.155
8.150,-0.220,-0.135
8.153,-0.230,-0.145
8.156,-0.230,-0.160
8.158,-0.215,-0.160
8.161,-0.220,-0.160
8.164,-0.225,-0.140
8.167,-0.230,-0.120
8.169,-0.230,-0.120
8.172,-0.235,-0.130
8.175,-0.245,-0.130
8.178,-0.255,-0.125
8.181,-0.240,-0.125
8.183,-0.235,-0.115
8.186,-0.245,-0.110
8.189,-0.235,-0.130
8.192,-0.230,-0.145
8.194,-0.220,-0.155
8.197,-0.195,-0.140
8.200,-0.220,-0.140
8.203,-0.245,-0.145
8.206,-0.260,-0.150
8.208,-0.270,-0.160
8.211,-0.290,-0.165
8.214,-0.300,-0.160
8.217,-0.305,-0.150
8.219,-0.305,-0.165
8.222,-0.320,-0.185
8.225,-0.330,-0.180
8.228,-0.350,-0.185
8.231,-0.350,-0.170
8.233,-0.335,-0.155
8.236,-0.335,-0.175
8.239,-0.335,-0.190
8.242,-0.340,-0.195
8.244,-0.350,-0.195
8.247,-0.350,-0.180
8.250,-0.345,-0.175
8.253,-0.335,-0.180
8.256,-0.345,-0.180
8.258,-0.355,-0.190
8.261,-0.370,-0.170
8.264,-0.350,-0.180
8.267,-0.345,-0.175
8.269,-0.335,-0.180
8.272,-0.335,-0.185
8.275,-0.335,-0.200
8.278,-0.355,-0.195
8.281,-0.355,-0.200
8.283,-0.345,-0.225
8.286,-0.355,-0.255
8.289,-0.395,-0.295
8.292,-0.450,-0.330
8.294,-0.480,-0.340
8.297,-0.505,-0.305
8.300,-0.525,-0.195
8.303,-0.545,-0.065
8.306,-0.500,0.070
8.308,-0.395,0.180
8.311,-0.255,0.285
8.314,-0.070,0.415
8.317,0.145,0.555
8.319,0.425,0.670
8.322,0.685,0.700
8.325,0.875,0.555
8.328,0.925,0.210
8.331,0.795,-0.125
8.333,0.470,-0.265
8.336,0.020,-0.240
8.339,-0.325,-0.215
8.342,-0.470,-0.215
8.344,-0.485,-0.230
8.347,-0.410,-0.220
8.350,-0.365,-0.210
